"会社名","カテゴリー","電話番号","住所","webサイト"
"あひる歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6702-9966","大阪府大阪市平野区瓜破２丁目１－１３",""
"宮園歯科医院","歯科、小児歯科"," 072-675-0667","大阪府高槻市登町７－３","http://www.miyazono-dc.info/"
"やまもと歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6964-4885","大阪府大阪市都島区友渕町２丁目９－２３－１０１","http://miyakojima-yamamoto-dc.jp/"
"かとう歯科医院","歯科、小児歯科"," 06-6368-8855","大阪府吹田市垂水町１丁目２８－８－２０１",""
"たかぎ歯科・矯正歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-221-2222","大阪府堺市堺区車之町東１丁２－２８",""
"ツインデンタルクリニック","矯正歯科、歯科、小児歯科"," 06-6947-7118","大阪府大阪市中央区城見２丁目１－６１",""
"そめたに歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6180-4980","大阪府大阪市鶴見区鶴見４丁目２－２",""
"竹下歯科医院","歯科、小児歯科"," 072-728-8055","大阪府箕面市小野原東４丁目２４－２９","http://www.takeshitadc.jp/"
"中尾歯科医院","歯科"," 06-6562-0070","大阪府大阪市浪速区桜川３丁目４－２０",""
"おくにし歯科","歯科、歯科口腔外科、小児歯科"," 072-451-1355","大阪府泉南郡熊取町大久保東２丁目６－１７",""
"あづみハッピー歯科医院","歯科"," 06-6769-6666","大阪府大阪市平野区瓜破２丁目１－１６－２Ｆ",""
"布川矯正歯科医院","矯正歯科"," 06-6729-3980","大阪府東大阪市足代３丁目１－７",""
"あおぞら歯科クリニック","矯正歯科、歯科、小児歯科"," 072-835-2233","大阪府寝屋川市香里南之町２７－３０","http://aozora-dc.net"
"ひろすえ歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6913-2880","大阪府大阪市鶴見区鶴見４丁目１７－１－３Ｆ",""
"さくらデンタルクリニック","矯正歯科、歯科、小児歯科"," 06-6701-0003","大阪府大阪市平野区喜連西４丁目７－３３",""
"医療法人アイディー会いりふね歯科","歯科、歯科口腔外科、小児歯科"," 06-6741-8046","大阪府大阪市生野区勝山北１丁目３－１９","https://www.wan-wan-osaka.com"
"ヨシエ綜合齒科醫院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6543-1818","大阪府大阪市西区北堀江２丁目２－２８",""
"かけい歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6857-4182","大阪府豊中市夕日丘１丁目１－５",""
"賀来歯科医院","歯科"," 06-6231-1374","大阪府大阪市中央区淡路町２丁目１－１",""
"ふじい歯科クリニック","歯科"," 072-338-8114","大阪府松原市上田１丁目７－６",""
"ＯＢＰデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6949-1115","大阪府大阪市中央区城見２丁目１－６１",""
"フローラル歯科","歯科、小児歯科"," 06-6466-6480","大阪府大阪市此花区高見１丁目４－５０",""
"ねや川サナトリウム","歯科、循環器内科、神経内科、心療内科、精神科、内科"," 072-822-3561","大阪府寝屋川市寝屋川公園２３７０－６",""
"あおば歯科医院","歯科、小児歯科"," 06-6100-1182","大阪府大阪市淀川区西中島３丁目２０－９－２Ｆ",""
"ムラナカ歯科医院","歯科、小児歯科"," 072-723-5363","大阪府箕面市箕面４丁目１－２０－１０１","https://www.muranakasika.net"
"江原歯科ウイングス診療所","歯科"," 072-272-4664","大阪府堺市西区鳳東町７丁７３３",""
"すが歯科医院","歯科、小児歯科"," 072-338-4618","大阪府松原市天美南５丁目２０－３０","https://suga-dental.jp/"
"真田山歯科","歯科"," 06-6710-4184","大阪府大阪市天王寺区玉造本町９－１",""
"クローバー歯科クリニック豊中本町院","歯科"," 06-6857-7400","大阪府豊中市本町７丁目１－３９","http://www.418clover.com"
"みなと歯科","歯科、小児歯科"," 06-6657-4678","大阪府大阪市阿倍野区阿倍野元町２－８",""
"かねもと歯科クリニック","矯正歯科、歯科、小児歯科"," 072-266-8049","大阪府堺市西区津久野町３丁３１－１０","http://www.kanemoto-shika.com/"
"竹末歯科医院","歯科"," 072-632-3009","大阪府茨木市中津町１８－２３","http://www.takesue-sika.com/"
"しおみ歯科クリニック","歯科"," 072-856-2525","大阪府枚方市楠葉美咲３丁目１２－１３",""
"おか顕微鏡歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6645-6487","大阪府大阪市浪速区戎本町１丁目７－２２","https://www.oka-microscope-dental.com/"
"はた歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6769-0418","大阪府大阪市平野区長吉出戸１丁目１１－６６－２０１",""
"桃谷歯科","歯科"," 06-6741-0075","大阪府大阪市生野区桃谷１丁目１１－２８",""
"新門歯科医院","歯科、小児歯科"," 072-994-8021","大阪府八尾市八尾木北４丁目７",""
"かきうち歯科医院","矯正歯科、歯科、小児歯科"," 06-6448-4188","大阪府大阪市福島区吉野１丁目１０－１３",""
"本田歯科医院","歯科"," 06-4399-2218","大阪府大阪市阿倍野区美章園３丁目３－１０",""
"かたやま歯科医院","歯科"," 06-6612-7367","大阪府大阪市住之江区南港中５丁目５－７５",""
"おぎそ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-721-5025","大阪府箕面市新稲７丁目９－１３",""
"かねだ歯科","歯科"," 06-6571-0652","大阪府大阪市港区築港３丁目６－７",""
"もりかわ歯科本町診療所","歯科、小児歯科"," 072-991-9700","大阪府八尾市本町５丁目４－７－１Ｆ","http://www.morikawa-shika.net"
"あかし歯科クリニック","歯科"," 06-6751-5153","大阪府大阪市生野区小路３丁目１４－７",""
"奥村歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-7162-9535","大阪府吹田市南金田１丁目２－２０",""
"みなみもりまち歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6313-3333","大阪府大阪市北区西天満５丁目９－３",""
"澤田歯科","歯科"," 06-6252-0118","大阪府大阪市中央区心斎橋筋１丁目５－２８",""
"医療法人ともや歯科インプラントセンター","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6904-8113","大阪府守口市藤田町１丁目５２－１３",""
"とくだ歯科医院","歯科、小児歯科"," 072-748-4182","大阪府池田市西本町１－１８","http://www.tokuda-dental.jp/"
"池岡歯科","歯科"," 06-6841-0068","大阪府豊中市岡上の町４丁目３－１",""
"なかの歯科","矯正歯科、歯科、小児歯科"," 072-990-1177","大阪府八尾市北木の本５丁目８１－１",""
"吉松歯科医院","歯科"," 06-6583-2370","大阪府大阪市西区九条南４丁目２２－１０",""
"マユミ大人こども歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-813-8272","大阪府大東市中楠の里町１５－１７",""
"山田歯科","歯科"," 072-922-8548","大阪府八尾市久宝寺３丁目１５－４２",""
"たかはし歯科医院","歯科、小児歯科"," 06-6876-2588","大阪府吹田市樫切山２１－Ｓ－１２",""
"くすのき歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-833-7100","大阪府寝屋川市日新町１－２３",""
"いわた歯科医院","歯科"," 072-277-8241","大阪府堺市中区深井北町８－４",""
"奥野歯科医院","歯科、小児歯科"," 072-464-2118","大阪府泉佐野市高松南１丁目４－３９",""
"医療法人久保デンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-968-4618","大阪府東大阪市横枕西１－５",""
"医療法人岡本歯科診療所","矯正歯科、歯科、小児歯科"," 06-6997-5633","大阪府守口市寺方錦通３丁目１－１０",""
"おがわ歯科","歯科"," 06-6584-2525","大阪府大阪市港区市岡元町２丁目６－２４",""
"日根野谷歯科","矯正歯科、歯科、小児歯科"," 072-464-7172","大阪府泉佐野市上町３丁目４－２３",""
"くすもと歯科医院","歯科、小児歯科"," 072-483-4182","大阪府泉南市新家４４９８－２",""
"福田歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-662-8241","大阪府高槻市京口町１０－１",""
"角倉歯科医院天王寺","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6633-6480","大阪府大阪市阿倍野区阿倍野筋１丁目５－３６",""
"木村歯科医院","歯科"," 072-861-7788","大阪府枚方市岡東町１７－３",""
"大阪天満橋Ｙ＆Ｙ歯科","矯正歯科、歯科"," 06-6966-5548","大阪府大阪市中央区谷町２丁目２－１８",""
"あいはら歯科・矯正歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6921-2728","大阪府大阪市都島区友渕町３丁目１－２８",""
"大日しらかば歯科キッズデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6991-8444","大阪府守口市大日東町２－１３－２０４",""
"延藤歯科","歯科"," 06-6344-1180","大阪府大阪市北区堂島１丁目１－５",""
"さくら歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-205-8457","大阪府堺市堺区海山町１丁１－４",""
"羽衣矯正歯科クリニック","矯正歯科"," 072-265-8881","大阪府高石市羽衣１丁目１６－５",""
"稲野歯科","歯科"," 06-6671-0670","大阪府大阪市住之江区粉浜１丁目１６－１０",""
"岡田歯科医院","矯正歯科、歯科、小児歯科"," 06-6921-2267","大阪府大阪市都島区都島北通１丁目４－２１","http://www.okada-dc.info/"
"岸本歯科診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-626-7155","大阪府茨木市総持寺駅前町５－１０５",""
"ひだまり歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6654-4618","大阪府大阪市東住吉区鷹合２丁目１７－８",""
"せきぐち歯科","歯科、小児歯科"," 072-623-5210","大阪府茨木市上中条２丁目６－１８",""
"田中歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-681-0037","大阪府高槻市紺屋町１－１",""
"きじ歯科西田辺診療所","歯科"," 06-6692-8148","大阪府大阪市阿倍野区阪南町５丁目２５－１１",""
"むらかわ歯科","歯科、歯科口腔外科、小児歯科"," 06-6451-2770","大阪府大阪市福島区海老江２丁目１－３８－２Ｆ",""
"足立歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6621-8241","大阪府大阪市阿倍野区昭和町２丁目１８－１",""
"はやし歯科医院","歯科"," 06-6724-3555","大阪府東大阪市上小阪３丁目４－７",""
"松本歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6622-0930","大阪府大阪市阿倍野区松崎町３丁目１５－３０",""
"大西歯科・口腔外科","歯科、歯科口腔外科"," 072-753-2100","大阪府池田市城南２丁目３－６","http://www.ohnishi-dc.com"
"Ｋ’ｓ矯正歯科","矯正歯科"," 06-6131-4690","大阪府大阪市北区茶屋町１０－６",""
"なかむら歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-697-4618","大阪府高槻市富田町６丁目２３－１３",""
"森歯科","歯科"," 06-6461-0110","大阪府大阪市此花区春日出北１丁目２４－２",""
"磯田歯科医院","歯科"," 072-259-3787","大阪府堺市北区百舌鳥梅北町４丁２３１",""
"うえたに歯科クリニック","歯科"," 06-4700-8148","大阪府大阪市阿倍野区西田辺町１丁目１－２０",""
"小田歯科医院","歯科、歯科口腔外科"," 06-6852-3197","大阪府豊中市蛍池東町２丁目２－１６－２０３","http://www.oda-dentalclinic.com/"
"あびこ歯科医院","歯科、小児歯科"," 06-6694-6881","大阪府大阪市住吉区我孫子西２丁目１１－２４－１０１",""
"ひしだ歯科クリニックホワイトエッセンス吹田","矯正歯科、歯科、小児歯科"," 06-6338-4618","大阪府吹田市垂水町１丁目３－１",""
"フィールデンタルクリニック","矯正歯科、歯科"," 06-6636-8183","大阪府大阪市浪速区難波中２丁目１０－７０",""
"岡坂歯科医院","歯科"," 072-252-0287","大阪府堺市北区中長尾町３丁１－２１",""
"壺内歯科なんば湊町診療所","歯科"," 06-6648-1177","大阪府大阪市浪速区湊町２丁目１－７－１Ｆ",""
"庄野歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6799-1330","大阪府大阪市平野区長吉出戸３丁目１－４３",""
"もり歯科医院","歯科"," 06-6308-8080","大阪府大阪市淀川区三津屋北１丁目１６－１３",""
"山口歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-834-2045","大阪府枚方市東中振２丁目１１－１２－１０７",""
"田中歯科医院","歯科"," 072-297-4618","大阪府堺市南区茶山台３丁３３－１６",""
"伊藤歯科クリニック","矯正歯科、歯科、小児歯科"," 06-6396-5566","大阪府大阪市淀川区東三国５丁目１－１",""
"しげた歯科＆矯正歯科医院","矯正歯科、歯科、小児歯科"," 072-333-4618","大阪府松原市阿保３丁目５－２１",""
"ヒグチ歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6371-3244","大阪府大阪市北区浪花町１４－１",""
"太田歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6922-2263","大阪府大阪市都島区東野田町５丁目９－１２",""
"岡本歯科医院","矯正歯科、歯科、小児歯科"," 06-6336-2261","大阪府豊中市庄内西町２丁目４－３","http://www.okamoto-shika.com/"
"ながた歯科","歯科、小児歯科"," 072-624-1766","大阪府茨木市永代町５－３０７",""
"西辻歯科クリニック","歯科"," 072-234-8249","大阪府堺市中区土師町５丁６－９",""
"下出歯科医院","歯科"," 072-468-6571","大阪府阪南市下出７４７",""
"五月町サトミ歯科医院","矯正歯科、歯科"," 072-222-5678","大阪府堺市堺区五月町４－１",""
"大阪南インプラントセンター","矯正歯科、歯科、歯科口腔外科"," 072-292-4618","大阪府堺市南区茶山台１丁２－４",""
"新梅田木村デンタルオフィス","歯科、歯科口腔外科"," 06-6451-8855","大阪府大阪市北区大淀中２丁目１１－８－２Ｆ","https://www.kimura-dental.net"
"きたの歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-486-8211","大阪府阪南市桃の木台６丁目１０－９",""
"医療法人Ｍ＆Ｎ岡本歯科医院","矯正歯科、歯科、小児歯科"," 06-6913-3045","大阪府大阪市鶴見区横堤１丁目１２－６","http://www.okamoto-dental.info/"
"スマイリー歯科","歯科、小児歯科"," 06-6130-0418","大阪府大阪市北区西天満６丁目７－２－２Ｆ",""
"井山歯科医院","歯科"," 06-6968-7815","大阪府大阪市鶴見区今津北４丁目９－１８",""
"あおぞら歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6827-1919","大阪府大阪市東淀川区井高野３丁目２－４０－１０１","http://aozora-itakano.com/"
"おんだ歯科医院","歯科"," 072-682-8800","大阪府高槻市芥川町１丁目２－Ａ－０２０４",""
"小嶋歯科医院","歯科"," 072-822-8501","大阪府寝屋川市日之出町１８－１６",""
"中辻歯科","歯科"," 06-6725-5888","大阪府東大阪市永和２丁目２－３１",""
"木村歯科医院","歯科、小児歯科"," 06-6763-4182","大阪府大阪市中央区上町１丁目５－１０",""
"にしだ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0725-44-1188","大阪府和泉市伯太町６丁目１１－４５",""
"さくら歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-430-5000","大阪府岸和田市西之内町２－１",""
"すいた駅前歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6317-8020","大阪府吹田市元町３－７",""
"赤垣歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6301-1700","大阪府大阪市淀川区十三元今里１丁目１－４６",""
"北川歯科医院","歯科"," 072-859-3232","大阪府枚方市大峰南町１５－２６",""
"大島歯科","矯正歯科、歯科、小児歯科"," 06-6681-0418","大阪府大阪市住之江区西加賀屋１丁目１－３４",""
"なないろ歯科医院","矯正歯科、歯科"," 06-6644-7716","大阪府大阪市浪速区元町３丁目９－１５－１Ｆ",""
"上野兄弟歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-807-8461","大阪府枚方市香里ケ丘１２丁目２２－１１",""
"山口歯科","歯科、歯科口腔外科、小児歯科"," 06-6768-6050","大阪府大阪市中央区谷町６丁目６－７－３７１","http://www.yamaguchidentaloffice.com"
"西尾歯科医院","歯科、小児歯科"," 072-223-7588","大阪府堺市堺区南三国ヶ丘町３丁４－１７","https://www.nisiodentalclinic.com/"
"平賀歯科医院","歯科"," 06-6788-0282","大阪府東大阪市小阪２丁目１９－８－２０５",""
"ファミリエ歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-275-4618","大阪府堺市堺区鉄砲町１",""
"よしとみ歯科","歯科、小児歯科"," 072-800-5588","大阪府寝屋川市打上元町１４－１２",""
"あずま小児歯科","小児歯科"," 06-6705-1592","大阪府大阪市平野区喜連東４丁目４－１９－１０１",""
"ひらおかデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-943-4618","大阪府東大阪市昭和町１－２",""
"吉田歯科医院","歯科"," 072-994-8282","大阪府八尾市荘内町１丁目１－２７",""
"ふじもと歯科・矯正歯科クリニック","矯正歯科、歯科、小児歯科"," 072-980-1188","大阪府東大阪市西石切町３丁目３－２６",""
"ＳＧデンタルクリニック高槻","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-668-1280","大阪府高槻市芥川町１丁目１５－１５",""
"さんこうじ歯科","歯科"," 06-6956-8777","大阪府大阪市旭区千林２丁目１１－２７",""
"美濃歯科","歯科、小児歯科"," 072-693-8148","大阪府高槻市富田町３丁目６－７","http://mino-dental-office.com"
"さくら歯科おおとり院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-274-5500","大阪府堺市西区草部１５０２－１",""
"デンタルクリニックＴ．Ｔ．Ｃ．","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6781-6480","大阪府東大阪市長堂１丁目３－１２",""
"賀屋歯科","歯科"," 072-685-0861","大阪府高槻市高槻町３－３",""
"空堀歯科診療所","歯科、小児歯科"," 06-6766-5301","大阪府大阪市中央区瓦屋町１丁目４－３",""
"きたおか歯科","歯科、歯科口腔外科、小児歯科"," 06-6763-8211","大阪府大阪市中央区瓦屋町３丁目８－１","https://asp2.viaplatz.com/vpz/main/embp/?coid=5769&st=0&fmt=hls&br=750000&is_guest=YES&pghash=c454f2c33dac&is_embed=yes"
"中西歯科医院","矯正歯科、歯科、小児歯科"," 072-853-1500","大阪府枚方市宮之下町１４－１３",""
"平田歯科医院","歯科"," 06-6652-2467","大阪府大阪市西成区天下茶屋２丁目１－１２",""
"中島歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6971-4600","大阪府大阪市東成区玉津１丁目２－６",""
"こむら歯科クリニック","歯科"," 072-693-3927","大阪府高槻市登美の里町２２－２８",""
"辰野歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6716-3302","大阪府大阪市生野区勝山南３丁目２－９",""
"柳田歯科","歯科、小児歯科"," 06-6615-6120","大阪府大阪市住之江区南港北１丁目１４－１６",""
"いえだ歯科医院","歯科、小児歯科"," 072-631-6202","大阪府茨木市下穂積３丁目１２－３１","http://www.ieda-dc.jp/"
"米谷歯科医院","歯科"," 06-6974-8241","大阪府大阪市東成区大今里３丁目２４－１６",""
"にしもと歯科医院","歯科"," 06-6475-8284","大阪府大阪市西淀川区大和田３丁目８－６",""
"ふくら歯科診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-995-9500","大阪府八尾市安中町３丁目５－１５",""
"西村歯科医院","歯科"," 072-422-3003","大阪府岸和田市野田町２丁目３－６",""
"伊藤歯科医院","歯科、歯科口腔外科"," 06-6223-4618","大阪府大阪市中央区今橋１丁目７－２",""
"新金岡歯科医院","歯科"," 072-251-8241","大阪府堺市北区新金岡町５丁３－２０１",""
"なつ歯科医院","歯科"," 072-838-0818","大阪府寝屋川市池田旭町２４－５６",""
"大橋小児歯科医院","歯科、小児歯科"," 072-265-3231","大阪府高石市羽衣１丁目６－３１","http://www.ohadcc.com/"
"うおた歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6854-4180","大阪府豊中市本町２丁目２－１０－２０４",""
"おかもと歯科医院","矯正歯科、歯科、小児歯科"," 072-633-1112","大阪府茨木市双葉町８－１",""
"崎原歯科","矯正歯科、歯科、小児歯科"," 06-6321-2068","大阪府大阪市東淀川区東中島３丁目１６－２１",""
"はりなかのファミリー歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6608-8241","大阪府大阪市東住吉区鷹合２丁目１－４","http://www.harinakanofamily-dent.com/"
"たなかファミリー歯科","歯科、小児歯科"," 06-6748-1181","大阪府東大阪市荒本北２丁目３－２２","http://gokidoc.net/kansai/osaka/27227/1701-00126005-000/clinic_top/"
"ＪＡＯインプラントネットワーク","歯科"," 06-6204-5571","大阪府大阪市中央区高麗橋３丁目１－１４",""
"医療法人優心ながよしデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6844-0002","大阪府豊中市向丘３丁目８－１７－１０１",""
"濵田歯科医院","歯科、小児歯科"," 0725-45-8548","大阪府和泉市伯太町３丁目１－１３",""
"玉川歯科医院","歯科、小児歯科"," 06-6931-1214","大阪府大阪市城東区関目３丁目１３－２",""
"しみず歯科医院","歯科、小児歯科"," 072-690-3113","大阪府高槻市宮田町２丁目１３－２２－１０２",""
"よしだ歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-729-4182","大阪府箕面市船場西２丁目１９－２２",""
"ヤスナリ歯科クリニック","矯正歯科、歯科、歯科口腔外科"," 06-6608-0223","大阪府大阪市東住吉区矢田４丁目１５－２",""
"いまい歯科クリニック","歯科、小児歯科"," 0721-55-7177","大阪府河内長野市南貴望ケ丘１８－１８","https://www.imaishikaclinic.com/"
"ふじもと歯科","歯科、歯科口腔外科、小児歯科"," 072-277-6466","大阪府堺市中区伏尾３３６",""
"かわい歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科、デンタルドック"," 06-6998-4617","大阪府守口市京阪本通２丁目３－１",""
"藤沢台山本歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0721-29-4181","大阪府富田林市藤沢台５丁目４－１６",""
"医療法人西村歯科金剛駅前診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-366-8000","大阪府大阪狭山市金剛１丁目３－１",""
"なかじま歯科","歯科、歯科口腔外科、小児歯科"," 06-6925-9990","大阪府大阪市都島区友渕町１丁目６－３－１０１",""
"森田歯科医院","矯正歯科、歯科、小児歯科"," 072-676-1301","大阪府高槻市城南町２丁目２－２",""
"たかま歯科医院","歯科、小児歯科"," 06-6539-7832","大阪府大阪市西区南堀江１丁目１１－５",""
"星名歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6853-2307","大阪府豊中市上野東３丁目８－２２","https://www.hoshina-shika.com/"
"守丘歯科医院","歯科、小児歯科"," 072-827-1181","大阪府寝屋川市石津東町７－１",""
"医療法人岡田歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-635-8232","大阪府茨木市真砂１丁目９－１６",""
"柿野歯科医院","歯科"," 06-6791-2623","大阪府大阪市平野区平野本町１丁目６－１２",""
"松浦診療所歯科","歯科"," 06-6574-8068","大阪府大阪市港区弁天２丁目１－３０",""
"上野歯科医院","歯科"," 06-6468-6585","大阪府大阪市此花区春日出中１丁目２９－１０",""
"杉本歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6698-4182","大阪府大阪市住吉区苅田８丁目１２－３１",""
"堀野歯科","歯科"," 072-241-3307","大阪府堺市堺区東湊町５丁３１６",""
"津田歯科","歯科、小児歯科"," 06-6715-0468","大阪府大阪市生野区林寺２丁目１８－２０",""
"古谷矯正歯科","矯正歯科、歯科、小児歯科"," 0721-56-8888","大阪府河内長野市長野町４－７",""
"医療法人白鵬会阪本歯科矯正歯科ＪＲ徳庵駅前診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6744-1300","大阪府東大阪市徳庵本町１－１２",""
"小北歯科医院","矯正歯科、歯科、小児歯科"," 072-466-4108","大阪府泉佐野市長滝８４７－５","http://kogita-dc.com/"
"マキタ歯科医院","歯科"," 06-6359-8211","大阪府大阪市北区芝田１丁目５－１２",""
"川東歯科医院","歯科"," 06-6380-6070","大阪府吹田市山手町１丁目７－７",""
"吉田矯正歯科","矯正歯科"," 06-6706-3001","大阪府大阪市東住吉区針中野１丁目１－１４",""
"福田デンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6204-4377","大阪府大阪市中央区道修町１丁目５－７－２Ｆ","https://www.fukuda-dentalclinic.com/"
"やまぐち歯科","歯科、小児歯科"," 06-6878-6487","大阪府吹田市山田南３０－１８","https://www.yamaguchidental.net"
"村井歯科クリニック","歯科"," 06-6850-1182","大阪府豊中市夕日丘１丁目２－２６",""
"医療法人いちば歯科医院","矯正歯科、歯科、小児歯科"," 06-6913-3715","大阪府大阪市鶴見区浜２丁目５－５－１０１",""
"中谷歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6363-3892","大阪府大阪市北区天神西町２－３","http://nakatanidental.com/"
"栗田歯科医院","歯科"," 06-6672-4100","大阪府大阪市住吉区帝塚山西１丁目１－１３",""
"丸山歯科医院","歯科、小児歯科"," 06-6388-1882","大阪府吹田市泉町５丁目１－４７",""
"永山歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6696-1118","大阪府大阪市阿倍野区播磨町１丁目２４－１",""
"磯田歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-226-8211","大阪府堺市堺区田出井町１－１",""
"福岡デンタルクリニック","歯科、歯科口腔外科"," 06-6253-8202","大阪府大阪市中央区南船場４丁目７－１５－１０１",""
"弘田歯科医院","歯科"," 06-6555-8844","大阪府大阪市大正区鶴町３丁目９－５",""
"大屋歯科医院","歯科"," 06-6382-2662","大阪府吹田市朝日町３－１１５",""
"いのうえ歯科","歯科"," 06-6643-5220","大阪府大阪市中央区高津３丁目１－１７",""
"きた歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6850-8881","大阪府豊中市曽根東町１丁目８－８",""
"かと歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6608-8811","大阪府大阪市住吉区遠里小野１丁目８－１２","https://www.kato-dentalclinic.net/"
"ビーバー小児歯科","小児歯科"," 06-6864-1011","大阪府豊中市寺内２丁目１３－５３－１０２",""
"医療法人機能美会デンタルオフィススマイルクリエイター","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6312-1187","大阪府大阪市北区天神西町５－１７－１０２",""
"岡本歯科クリニック","歯科、小児歯科"," 06-7492-2101","大阪府大阪市港区南市岡３丁目５－３２",""
"たなべ歯科医院","歯科"," 06-6676-1182","大阪府大阪市住之江区粉浜１丁目５－１－１Ｆ",""
"アルファデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6927-0888","大阪府大阪市都島区高倉町１丁目１３－５",""
"たむら歯科","歯科、小児歯科"," 072-646-8214","大阪府茨木市新中条町８－１６",""
"ゆのう歯科医院","歯科"," 06-6954-8241","大阪府大阪市旭区大宮２丁目１７－２７",""
"結のぞみ病院","歯科、心療内科、精神科、内科"," 0721-34-1101","大阪府富田林市大字伏見堂９５",""
"吉岡歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6902-3302","大阪府門真市大倉町２６－１５",""
"医療法人のぶとう歯科医院","矯正歯科、歯科、歯科口腔外科"," 06-6384-5858","大阪府吹田市垂水町１丁目５－４４",""
"ひろの歯科","歯科、歯科口腔外科、小児歯科"," 072-689-5118","大阪府高槻市大蔵司２丁目３－２７",""
"きよみ歯科","歯科、小児歯科"," 06-6682-2600","大阪府大阪市住之江区北加賀屋２丁目６－１４",""
"井戸西歯科医院","歯科、小児歯科"," 06-6657-0614","大阪府大阪市西成区松２丁目１－２",""
"今西歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6723-4182","大阪府東大阪市菱屋西１丁目１８－１５",""
